web-scraper-order,web-scraper-start-url,details,phone_condition,brand,address,price
"1732655460-2031","https://www.expat-dakar.com/telephones?page=29","IPHONE 15 PRO","Venant","iPhone","Plateau,
                                                                                Dakar","540 000 F Cfa"
"1732655460-2032","https://www.expat-dakar.com/telephones?page=29","Redmi Note 13 Pro","Venant","Xiaomi","Plateau,
                                                                                Dakar","179 900 F Cfa"
"1732655460-2033","https://www.expat-dakar.com/telephones?page=29","IPhone Xr 64Go","Venant","iPhone","Point-e,
                                                                                Dakar","155 005 F Cfa"
"1732655460-2034","https://www.expat-dakar.com/telephones?page=29","iPhone 14","Neuf","iPhone","Point-e,
                                                                                Dakar","370 000 F Cfa"
"1732655460-2035","https://www.expat-dakar.com/telephones?page=29","IPhone 15 Pro Max","Neuf","iPhone","Point-e,
                                                                                Dakar","1 100 000 F Cfa"
"1732655460-2036","https://www.expat-dakar.com/telephones?page=29","16 Pro 128/256Gb Américain 🇺🇸","Neuf","iPhone","Médina,
                                                                                Dakar","700 000 F Cfa"
"1732655460-2037","https://www.expat-dakar.com/telephones?page=29","16 PLUS 128/256GB Américaine 🇺🇸","Neuf","iPhone","Médina,
                                                                                Dakar","650 000 F Cfa"
"1732655460-2038","https://www.expat-dakar.com/telephones?page=29","Galaxy A15 256go ram 8go","Neuf","Samsung","Parcelles Assainies,
                                                                                Dakar","110 000 F Cfa"
"1732655460-2039","https://www.expat-dakar.com/telephones?page=29","Tecno POP 9 64go mémoire ram 4go","Neuf","Tecno","Parcelles Assainies,
                                                                                Dakar","55 000 F Cfa"
"1732655460-2040","https://www.expat-dakar.com/telephones?page=29","16 PROMAX 512 AMERICAIN","Neuf","iPhone","Médina,
                                                                                Dakar","1 099 995 F Cfa"
"1732655462-2041","https://www.expat-dakar.com/telephones?page=28","Samsung Galaxy  Fold 4","Neuf","Samsung","Grand-Dakar,
                                                                                Dakar","475 000 F Cfa"
"1732655462-2042","https://www.expat-dakar.com/telephones?page=28","Huawei p30 lite 128go ram 6 go","Venant","Huawei","Colobane,
                                                                                Dakar","59 900 F Cfa"
"1732655462-2043","https://www.expat-dakar.com/telephones?page=28","Samsung Fold 4 256GB scellé","Neuf","Samsung","Plateau,
                                                                                Dakar","445 000 F Cfa"
"1732655462-2044","https://www.expat-dakar.com/telephones?page=28","Google pixel 8 Pro 256GB","Venant","Google","Plateau,
                                                                                Dakar","345 000 F Cfa"
"1732655462-2045","https://www.expat-dakar.com/telephones?page=28","Google pixel Fold 5G 256GB","Venant","Google","Plateau,
                                                                                Dakar","435 000 F Cfa"
"1732655462-2046","https://www.expat-dakar.com/telephones?page=28","Vente Google Pixel 8 5G","Neuf","Google","Plateau,
                                                                                Dakar","270 000 F Cfa"
"1732655462-2047","https://www.expat-dakar.com/telephones?page=28","Vente Samsung Galaxy S24+ 5G","Venant","Samsung","Plateau,
                                                                                Dakar","380 000 F Cfa"
"1732655462-2048","https://www.expat-dakar.com/telephones?page=28","Vente Motorola RAZR 50 5G","Neuf","Motorola","Plateau,
                                                                                Dakar","475 000 F Cfa"
"1732655462-2049","https://www.expat-dakar.com/telephones?page=28","Vente Google Pixel 9 Pro XL 5G","Neuf","Google","Plateau,
                                                                                Dakar","675 000 F Cfa"
"1732655462-2050","https://www.expat-dakar.com/telephones?page=28","IPhone 11 pro max","Venant","iPhone","Hann maristes,
                                                                                Dakar","199 900 F Cfa"
"1732655462-2051","https://www.expat-dakar.com/telephones?page=28","IPhone 14 pro max 256giga","Venant","iPhone","Hann maristes,
                                                                                Dakar","475 000 F Cfa"
"1732655462-2052","https://www.expat-dakar.com/telephones?page=28","Fold 6","Neuf","Samsung","Hann maristes,
                                                                                Dakar","849 000 F Cfa"
