web-scraper-order,web-scraper-start-url,condition_tv,brand,screen_dimension,price
"1732741078-1489","https://www.expat-dakar.com/tv-home-cinema?page=21","Neuf","Haier","TELEVISEUR HAIER 55 POUCES, LED TV, Smart, 4K UHD","250 000 F Cfa"
"1732741078-1490","https://www.expat-dakar.com/tv-home-cinema?page=21","Neuf","Samsung","Smart TV Samsung 55pouces Au7000 4k uhd","299 900 F Cfa"
"1732741078-1491","https://www.expat-dakar.com/tv-home-cinema?page=21","Neuf","Hisense","Téléviseur Hisense 65 Pouces Smart TV","340 000 F Cfa"
"1732741080-1492","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741080-1493","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Autre","IPTV BOX +20000 Chaines",""
"1732741080-1494","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Autre","Tv 43 pouce west smart tv","110 000 F Cfa"
"1732741080-1495","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Hisense","tv smart hisense 55""","280 000 F Cfa"
"1732741080-1496","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Autre","Videoprojecteur android 8go bluetooth miroir d'écran wifi","50 000 F Cfa"
"1732741080-1497","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Continental","Télévision Led TV 32 pouces Marque DESKA","60 000 F Cfa"
"1732741080-1498","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Samsung","TÉLÉVISEUR SAMSUNG 55"" SMART UHD 4K DU7000","354 000 F Cfa"
"1732741080-1499","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Samsung","TÉLÉVISEUR 55POUCES SAMSUNG SMART UHD 4K","354 000 F Cfa"
"1732741080-1500","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Samsung","TÉLÉVISEUR 75POUCES SAMSUNG SMART 4K UHD","794 000 F Cfa"
"1732741080-1501","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","","Tv Smart 50 Pouces","160 000 F Cfa"
"1732741080-1502","https://www.expat-dakar.com/tv-home-cinema?page=20","Neuf","Hisense","TELEVISEUR HISENSE 75"" SMART UHD 4K","620 000 F Cfa"
"1732741083-1503","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741083-1504","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Haier","TELEVISEUR HAIER 43 POUCES, LED TV, Smart","135 000 F Cfa"
"1732741083-1505","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Autre","Smart TV 55 smart technologie","200 000 F Cfa"
"1732741083-1506","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Autre","Smart TV 32 smart technologie","80 000 F Cfa"
"1732741083-1507","https://www.expat-dakar.com/tv-home-cinema?page=19","D'occasion","TCL","TV TCL 85 pouces android à vendre","635 000 F Cfa"
"1732741083-1508","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Hisense","TELEVISEUR HISENSE 100 SMART 4K QLED VIDAA 100Q7N","1 875 000 F Cfa"
"1732741083-1509","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Samsung","SMART SAMSUNG 65 POUCES","570 000 F Cfa"
"1732741083-1510","https://www.expat-dakar.com/tv-home-cinema?page=19","Venant","Samsung","Samsung one connect box","180 000 F Cfa"
"1732741083-1511","https://www.expat-dakar.com/tv-home-cinema?page=19","Venant","Samsung","Boitier one connect samsung","1 F Cfa"
"1732741083-1512","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Autre","Smart tv 43 pouces Marque Deska","125 000 F Cfa"
"1732741083-1513","https://www.expat-dakar.com/tv-home-cinema?page=19","Neuf","Samsung","SAMSUNG 75 ( DU7200D) 2024","780 000 F Cfa"
"1732741085-1514","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741085-1515","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Hisense","BARRE DE SON HISENSE 200W HS218 2.1","119 000 F Cfa"
"1732741085-1516","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Sony","CASQUE SANS FIL SONY A RÉDUIRE DE BRUIT","169 000 F Cfa"
"1732741085-1517","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Hisense","BARRE DE SON HISENSE 120W HS205 2.0","78 000 F Cfa"
"1732741085-1518","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Sony","CASQUE SANS FIL SONY A RÉDUIRE DE BRUIT WH1000XM4","169 000 F Cfa"
"1732741085-1519","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Autre","Videoprojecteur android WiFi Bluetooth 1100lums 170 pouces","50 000 F Cfa"
"1732741085-1520","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","LG","Téléviseur LG 43 pouces","250 000 F Cfa"
"1732741085-1521","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Autre","SMARTV LIGHT WAVE 43″","165 000 F Cfa"
"1732741085-1522","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","LG","Téléviseur LG 65pouces","575 000 F Cfa"
"1732741085-1523","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Sony","Tv Sony 55 pouces","550 000 F Cfa"
"1732741085-1524","https://www.expat-dakar.com/tv-home-cinema?page=18","Neuf","Hisense","tv smart hisense 50"" 4k full options","250 000 F Cfa"
"1732741088-1525","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741088-1526","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Torl","Téléviseur Torl 43 Pouces","110 000 F Cfa"
"1732741088-1527","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Hisense","Smart tv HISENSE 65 A7200 4K","475 000 F Cfa"
"1732741088-1528","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Astech","TELEVISEUR ASTECH 43SMART ANDROID 43 neuf","135 000 F Cfa"
"1732741088-1529","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Samsung","Televiseur SAMSUNG 43POUCE Smart TV NEUF","220 000 F Cfa"
"1732741088-1530","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Autre","Televiseur DESKA 32POUCE – HD LED TV","60 000 F Cfa"
"1732741088-1531","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Autre","TELEVISEUR  28pouce LED TV neuf","40 000 F Cfa"
"1732741088-1532","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","TCL","smart tcl android 43"" full options","150 000 F Cfa"
"1732741088-1533","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Astech","Smart Tv astech 43 Android","128 000 F Cfa"
"1732741088-1534","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","Hisense","BARRE DE SON HISENSE 120W","98 000 F Cfa"
"1732741088-1535","https://www.expat-dakar.com/tv-home-cinema?page=17","Neuf","LG","BARRE DE SON LG SQC1","129 000 F Cfa"
"1732741090-1536","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741090-1537","https://www.expat-dakar.com/tv-home-cinema?page=16","D'occasion","Sharp","TV Sharp 32","50 000 F Cfa"
"1732741090-1538","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Autre","Télévision wiwlil 43 pouces smart tv","115 000 F Cfa"
"1732741090-1539","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Autre","Télévision WIWlil 32 pouces smart tv","68 000 F Cfa"
"1732741090-1540","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Autre","Télévision 65pouces smart tv","280 000 F Cfa"
"1732741090-1541","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Autre","Smart tv deska 32","75 000 F Cfa"
"1732741090-1542","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Autre","TÉLÉVISEURS 32 POUCE ANDROÏDE SMART TV","70 000 F Cfa"
"1732741090-1543","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Smart","Tv 75 pouces","650 000 F Cfa"
"1732741090-1544","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Hisense","Téléviseur Hisense 50 Pouces","220 000 F Cfa"
"1732741090-1545","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","Autre","Téléviseur West 65 Pouces Android","265 000 F Cfa"
"1732741090-1546","https://www.expat-dakar.com/tv-home-cinema?page=16","Neuf","TCL","Téléviseur TCL 43 Pouces Android","140 000 F Cfa"
"1732741093-1547","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741093-1548","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Astech","Téléviseur Astech 50 Pouces","205 000 F Cfa"
"1732741093-1549","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Autre","Téléviseur Teko 65 pouces","270 000 F Cfa"
"1732741093-1550","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","TCL","TÉLÉVISEUR 50POUCES TCL SMART ANDROID 4K P635","239 000 F Cfa"
"1732741093-1551","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","TCL","TÉLÉVISEUR 43 POUCES TCL SMART S5400A","149 000 F Cfa"
"1732741093-1552","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Samsung","TÉLÉVISEUR 40POUCES SAMSUNG SMART 40N5300AU","189 000 F Cfa"
"1732741093-1553","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Hisense","TÉLÉVISEURS HISENSE 43 pouce smart TV","135 000 F Cfa"
"1732741093-1554","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Astech","Tv Astech simple 30pouce","59 000 F Cfa"
"1732741093-1555","https://www.expat-dakar.com/tv-home-cinema?page=15","","Autre","Box tv+23000 chaines","24 000 F Cfa"
"1732741093-1556","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Hisense","TELEVISEUR HISENSE 100"" SMART 4K QLED","1 699 900 F Cfa"
"1732741093-1557","https://www.expat-dakar.com/tv-home-cinema?page=15","Neuf","Autre","Support TV de 24"" à 75"" pouces","17 000 F Cfa"
"1732741096-1558","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741096-1559","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Autre","Qled 55"" Google TV 4k UHD","270 000 F Cfa"
"1732741096-1560","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Autre","Google TV 50"" 4k UHD","190 000 F Cfa"
"1732741096-1561","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Autre","Téléviseur 50 pouces smart tv LIGHT WAVE","400 000 F Cfa"
"1732741096-1562","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","LG","LG SMART 65"" UHD 4K 2023","500 000 F Cfa"
"1732741096-1563","https://www.expat-dakar.com/tv-home-cinema?page=14","","","Télévision à vendre occasion",""
"1732741096-1564","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","TCL","Téléviseur Tcl 55 Pouces  4k Android","240 001 F Cfa"
"1732741096-1565","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Astech","TV Astech Android","80 000 F Cfa"
"1732741096-1566","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Hisense","TÉLÉVISEUR 58POUCES HISENSE LED UHD 4K SMART VIDAA","298 000 F Cfa"
"1732741096-1567","https://www.expat-dakar.com/tv-home-cinema?page=14","D'occasion","Samsung","TV Samsung 43 pouces","100 000 F Cfa"
"1732741096-1568","https://www.expat-dakar.com/tv-home-cinema?page=14","Neuf","Autre","Téléviseur West 43 Pouces Android","105 000 F Cfa"
"1732741098-1569","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741098-1570","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Autre","SMART TV AIWA 55 POUCES WIFI 4K 139 CM","275 000 F Cfa"
"1732741098-1571","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Astech","LED SMART TV astech 65 pouces","390 000 F Cfa"
"1732741098-1572","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","BARRE DE SON HISENSE 240W HS2100 2.1","119 000 F Cfa"
"1732741098-1573","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","BARRE DE SON HISENSE 420W AX312G 3.1.2","189 000 F Cfa"
"1732741098-1574","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","BARRE DE SON HISENSE MINI HIFI 100W HA350 2.0","98 000 F Cfa"
"1732741098-1575","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","BARRE DE SON HISENSE MINI HIFI 100W HA350 2.0","89 000 F Cfa"
"1732741098-1576","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","BARRE DE SON HISENSE 420W AX312G 3.1.2","189 000 F Cfa"
"1732741098-1577","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Hisense","BARRE DE SON HISENSE 240W HS2100 2.1","119 000 F Cfa"
"1732741098-1578","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Astech","Téléviseur 43"" Astech 43AC111 smart Android","120 000 F Cfa"
"1732741098-1579","https://www.expat-dakar.com/tv-home-cinema?page=13","Neuf","Astech","Téléviseur Astech 50 Smart android","250 000 F Cfa"
"1732741100-1580","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Hisense","tv smart hisense 65"" uhd 4k full options","380 000 F Cfa"
"1732741100-1581","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Astech","Téléviseur Astech Smart Android 43","135 000 F Cfa"
"1732741100-1582","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Astech","Téléviseur 32 led Astech","65 000 F Cfa"
"1732741100-1583","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Autre","IPTV Premium 1an +Ntfl'ix","20 000 F Cfa"
"1732741100-1584","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","All Star","l'IPTV le moins cher du marché","20 000 F Cfa"
"1732741100-1585","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Astech","TV LED SMART ASTECH 43 POUCES WIFI","150 000 F Cfa"
"1732741100-1586","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Samsung","Smart tv samsung 75 pousse AU8000 WIFI 4k UHD","979 000 F Cfa"
"1732741100-1587","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Westpool","SMART TV ASTECH","310 000 F Cfa"
"1732741100-1588","https://www.expat-dakar.com/tv-home-cinema?page=12","Neuf","Autre","SMART TV 43 POUCES ANDROID 108 CM","134 900 F Cfa"
